doc_id,page_number,text
NLP_ch15,7,christopher manning quiz question consider this sentence retail sales drop in april cools afternoon market trading which word are these words a dependent of sales april afternoon trading
NLP_ch15,8,dependency parsing introduc on
NLP_ch15,9,greedy transi on based parsing maltparser
NLP_ch15,10,christopher manning maltparser nivre et al a simple form of greedy discrimina ve dependency parser the parser does a sequence of bokom up ac ons roughly like shiq or reduce in a shiq reduce parser but the reduce ac ons are specialized to create dependencies with head on leq or right the parser has a stack σ wriken with top to the right which starts with the root symbol a buffer β wriken with top to the leq which starts with the input sentence a set of dependency arcs a which starts off empty a set of ac ons
NLP_ch15,11,christopher manning basic transi on based dependency parser start σ root β w w a n shiq σ w β a σ w β a i i leq arc σ w w β a σ w β a r w w r i j j j i right arc σ w w β a σ w β a r w w r i j i i j finish β notes unlike the regular presenta on of the cfg reduce step dependencies combine one thing from each of stack and buffer
NLP_ch15,12,christopher manning ac ons arc eager dependency parser start σ root β w w a n leq arc σ w w β a σ w β a r w w r i j j j i precondi on r w w a w root k i i right arc σ w w β a σ w w β a r w w r i j i j i j reduce σ w β a σ β a i precondi on r w w a k i shiq σ w β a σ w β a i i finish β this is the common arc eager variant a head can immediately take a right dependent before its dependents are found
NLP_ch15,13,christopher manning leq arc σ w w β a σ w β a r w w r i j j j i precondi on w r w a w root k i i right arc σ w w β a σ w w β a r w w example r i j i j i j reduce σ w β a σ β a i precondi on w r w a k i shiq σ w β a σ w β a i i happy children like to play with their friends root happy children shiq root happy children like la root children like amod children happy a amod shiq root children like to a la root like to a nsubj like children a nsubj ra root like to play a root root like a root shiq root like to play with a la root like play with a aux play to a aux ra root like play with their a xcomp like play a xcomp
NLP_ch15,14,christopher manning leq arc σ w w β a σ w β a r w w r i j j j i precondi on w r w a w root k i i right arc σ w w β a σ w w β a r w w example r i j i j i j reduce σ w β a σ β a i precondi on w r w a k i shiq σ w β a σ w β a i i happy children like to play with their friends ra root like play with their a xcomp like play a xcomp ra root like play with their friends a prep play with a prep shiq root like play with their friends a la root like play with friends a poss friends their a poss ra root like play with friends a pobj with friends a pobj reduce root like play with a reduce root like play a reduce root like a ra root like a punc like a punc you terminate as soon as the buffer is empty dependencies a
NLP_ch15,15,christopher manning maltparser nivre et al we have leq to explain how we choose the next ac on each ac on is predicted by a discrimina ve classifier oqen svm could be maxent classifier over each legal move max of untyped choices max of r when typed features top of stack word pos first in buffer word pos etc there is no search in the simplest and usual form but you could do some kind of beam search if you wish the model s accuracy is slightly below the best lpcfgs evaluated on dependencies but it provides close to state of the art parsing performance it provides very fast linear me parsing
NLP_ch15,16,christopher manning evalua on of dependency parsing labeled dependency accuracy acc correct deps of deps uas root she saw the video lecture las gold parsed she nsubj she nsubj saw root saw root the det the det video nn video nsubj lecture dobj lecture ccomp
NLP_ch15,17,christopher manning representa ve performance numbers the conll x shared task provides evalua on numbers for various dependency parsing approaches over languages malt las scores from depending greatly on language treebank here we give a few uas numbers for english to allow some comparison to cons tuency parsing parser uas sagae and lavie ensemble of dependency parsers charniak genera ve cons tuency collins genera ve cons tuency mcdonald and pereira mst graph based dependency yamada and matsumoto transi on based dependency
NLP_ch15,18,christopher manning projec vity dependencies from a cfg tree using heads must be projec ve there must not be any crossing dependency arcs when the words are laid out in their linear order with all arcs above the words but dependency theory normally does allow non projec ve structures to account for displaced cons tuents you can t easily get the seman cs of certain construc ons right without these nonprojec ve dependencies who did bill buy the coffee from yesterday
NLP_ch15,19,christopher manning handling non projec vity the arc eager algorithm we presented only builds projec ve dependency trees possible direc ons to head just declare defeat on nonprojec ve arcs use a dependency formalism which only admits projec ve representa ons a cfg doesn t represent such structures use a postprocessor to a projec ve dependency parsing algorithm to iden fy and resolve nonprojec ve links add extra types of transi ons that can model at least most non projec ve structures move to a parsing mechanism that does not use or require any constraints on projec vity e g the graph based mstparser
NLP_ch15,20,greedy transi on based parsing maltparser
NLP_ch15,21,dependencies encode rela onal structure rela on extrac on with stanford dependencies
NLP_ch15,22,christopher manning dependency paths iden fy rela ons like protein interac on erkan et al emnlp fundel et al demonstrated nsubj ccomp results interacts prep_with compl det that advmod sasa nsubj conj_and conj_and the kaic rythmically kaia kaib kaic nsubj interacts prep_with sasa kaic nsubj interacts prep_with sasa conj_and kaia kaic nsubj interacts prep_with sasa conj_and kaib
NLP_ch15,23,christopher manning stanford dependencies de marneffe et al lrec the basic dependency representa on is projec ve it can be generated by postprocessing headed phrase structure parses penn treebank syntax it can also be generated directly by dependency parsers such as maltparser or the easy first parser jumped nsubj prep boy over pobj det amod the little the det fence
NLP_ch15,24,christopher manning graph modifica on to facilitate seman c analysis bell based in la makes and distributes electronic and computer products conj makes distributes nsubj cc dobj and bell products partmod amod based electronic prep cc conj in and computer pobj la
NLP_ch15,25,christopher manning graph modifica on to facilitate seman c analysis bell based in la makes and distributes electronic and computer products nsubj conj_and makes distributes nsubj dobj bell products partmod amod amod based electronic conj_and prep_in computer la
NLP_ch15,26,christopher manning bionlp rela on extrac on shared tasks björne et al dependency distance linear distance
NLP_ch15,27,dependencies encode rela onal structure rela on extrac on with stanford dependencies
NLP_ch16,1,word meaning and similarity word senses and word rela ons
NLP_ch16,2,dan jurafsky reminder lemma and wordform a lemma or cita on form same stem part of speech rough seman cs a wordform the inflected word as it appears in text wordform lemma banks bank sung sing duermes dormir
NLP_ch16,3,dan jurafsky lemmas have senses one lemma bank can have many meanings a bank can hold the investments in a custodial sense account as agriculture burgeons on the east bank the sense river will shrink even more sense or word sense a discrete representa on of an aspect of a word s meaning the lemma bank here has two senses
NLP_ch16,4,dan jurafsky homonymy homonyms words that share a form but have unrelated dis nct meanings bank financial ins tu on bank sloping land bat club for hinng a ball bat nocturnal flying mammal homographs bank bank bat bat homophones write and right piece and peace
NLP_ch16,5,dan jurafsky homonymy causes problems for nlp applica ons informa on retrieval bat care machine transla on bat murciélago animal or bate for baseball text to speech bass stringed instrument vs bass fish
NLP_ch16,6,dan jurafsky polysemy the bank was constructed in out of local red brick i withdrew the money from the bank are those the same sense sense a financial ins tu on sense the building belonging to a financial ins tu on a polysemous word has related meanings most non rare words have mul ple meanings
NLP_ch16,7,dan jurafsky metonymy or systema c polysemy a systema c rela onship between senses lots of types of polysemy are systema c school university hospital all can mean the ins tu on or the building a systema c rela onship building organiza on other such kinds of systema c polysemy author jane austen wrote emma works of author i love jane austen tree plums have beautiful blossoms fruit i ate a preserved plum
NLP_ch16,8,dan jurafsky how do we know when a word has more than one sense the zeugma test two senses of serve which flights serve breakfast does lufthansa serve philadelphia does lu hansa serve breakfast and san jose since this conjunc on sounds weird we say that these are two different senses of serve
NLP_ch16,9,dan jurafsky synonyms word that have the same meaning in some or all contexts filbert hazelnut couch sofa big large automobile car vomit throw up water h two lexemes are synonyms if they can be subs tuted for each other in all situa ons if so they have the same proposi onal meaning
NLP_ch16,10,dan jurafsky synonyms but there are few or no examples of perfect synonymy even if many aspects of meaning are iden cal s ll may not preserve the acceptability based on no ons of politeness slang register genre etc example water h big large brave courageous
NLP_ch16,11,dan jurafsky synonymy is a rela on between senses rather than words consider the words big and large are they synonyms how big is that plane would i be flying on a large or small plane how about here miss nelson became a kind of big sister to benjamin miss nelson became a kind of large sister to benjamin why big has a sense that means being older or grown up large lacks this sense
NLP_ch16,12,dan jurafsky antonyms senses that are opposites with respect to one feature of meaning otherwise they are very similar dark light short long fast slow rise fall hot cold up down in out more formally antonyms can define a binary opposi on or be at opposite ends of a scale long short fast slow be reversives rise fall up down
NLP_ch16,13,dan jurafsky hyponymy and hypernymy one sense is a hyponym of another if the first sense is more specific deno ng a subclass of the other car is a hyponym of vehicle mango is a hyponym of fruit conversely hypernym superordinate hyper is super vehicle is a hypernym of car fruit is a hypernym of mango superordinate hyper vehicle fruit furniture subordinate hyponym car mango chair
NLP_ch16,14,dan jurafsky hyponymy more formally extensional the class denoted by the superordinate extensionally includes the class denoted by the hyponym entailment a sense a is a hyponym of sense b if being an a entails being a b hyponymy is usually transi ve a hypo b and b hypo c entails a hypo c another name the is a hierarchy a is a b or a isa b b subsumes a
NLP_ch16,15,dan jurafsky hyponyms and instances wordnet has both classes and instances an instance is an individual a proper noun that is a unique en ty san francisco is an instance of city but city is a class city is a hyponym of municipality location
NLP_ch16,16,word meaning and similarity word senses and word rela ons
NLP_ch16,17,word meaning and similarity wordnet and other online thesauri
NLP_ch16,18,dan jurafsky applica ons of thesauri and ontologies informa on extrac on informa on retrieval ques on answering bioinforma cs and medical informa cs machine transla on
NLP_ch16,19,dan jurafsky wordnet a hierarchically organized lexical database on line thesaurus aspects of a dic onary some other languages available or under development arabic finnish german portuguese category unique strings noun verb adjec ve adverb
NLP_ch16,20,dan jurafsky senses of bass in wordnet
NLP_ch16,21,dan jurafsky how is sense defined in wordnet the synset synonym set the set of near synonyms instan ates a sense or concept with a gloss example chump as a noun with the gloss a person who is gullible and easy to take advantage of this sense of chump is shared by words chump fool gull mark patsy fall guy sucker soft touch mug each of these senses have this same gloss not every sense sense of gull is the aqua c bird
NLP_ch16,22,dan jurafsky wordnet hypernym hierarchy for bass
NLP_ch16,23,dan jurafsky wordnet noun rela ons
NLP_ch16,24,dan jurafsky wordnet where it is hnp wordnetweb princeton edu perl webwn libraries python wordnet from nltk hnp www nltk org home java jwnl extjwnl on sourceforge
NLP_ch16,25,dan jurafsky mesh medical subject headings thesaurus from the na onal library of medicine mesh medical subject headings entry terms that correspond to biomedical headings hemoglobins synset entry terms eryhem ferrous hemoglobin hemoglobin defini on the oxygen carrying proteins of erythrocytes they are found in all vertebrates and some invertebrates the number of globin subunits in the hemoglobin quaternary structure differs between species structures range from monomeric to a variety of mul meric arrangements
NLP_ch16,26,dan jurafsky the mesh hierarchy a
NLP_ch16,27,dan jurafsky uses of the mesh ontology provide synonyms entry terms e g glucose and dextrose provide hypernyms from the hierarchy e g glucose isa monosaccharide indexing in medline pubmed database nlm s bibliographic database million journal ar cles each ar cle hand assigned mesh terms
NLP_ch16,28,word meaning and similarity wordnet and other online thesauri
NLP_ch16,29,word meaning and similarity word similarity thesaurus methods
NLP_ch16,30,dan jurafsky word similarity synonymy a binary rela on two words are either synonymous or not similarity or distance a looser metric two words are more similar if they share more features of meaning similarity is properly a rela on between senses the word bank is not similar to the word slope bank is similar to fund bank is similar to slope but we ll compute similarity over both words and senses
NLP_ch16,31,dan jurafsky why word similarity informa on retrieval ques on answering machine transla on natural language genera on language modeling automa c essay grading plagiarism detec on document clustering
NLP_ch16,32,dan jurafsky word similarity and word relatedness we o en dis nguish word similarity from word relatedness similar words near synonyms related words can be related any way car bicycle similar car gasoline related not similar
NLP_ch16,33,dan jurafsky two classes of similarity algorithms thesaurus based algorithms are words nearby in hypernym hierarchy do words have similar glosses defini ons distribu onal algorithms do words have similar distribu onal contexts
NLP_ch16,34,dan jurafsky path based similarity two concepts senses synsets are similar if they are near each other in the thesaurus hierarchy have a short path between them concepts have path to themselves
NLP_ch16,35,dan jurafsky refinements to path based similarity pathlen c c number of edges in the shortest path in the hypernym graph between sense nodes c and c ranges from to iden ty simpath c c pathlen c c wordsim w w max sim c c c senses w c senses w
NLP_ch16,36,dan jurafsky example path based similarity simpath c c pathlen c c simpath nickel coin simpath fund budget simpath nickel currency simpath nickel money simpath coinage richter scale
NLP_ch16,37,dan jurafsky problem with basic path based similarity assumes each link represents a uniform distance but nickel to money seems to us to be closer than nickel to standard nodes high in the hierarchy are very abstract we instead want a metric that represents the cost of each edge independently words connected only through abstract nodes are less similar
NLP_ch16,38,dan jurafsky informa on content similarity metrics resnik using informa on content to evaluate seman c similarity in a taxonomy ijcai let s define p c as the probability that a randomly selected word in a corpus is an instance of concept c formally there is a dis nct random variable ranging over words associated with each concept in the hierarchy for a given concept each observed noun is either a member of that concept with probability p c not a member of that concept with probability p c all words are members of the root node en ty p root the lower a node in hierarchy the lower its probability
NLP_ch16,39,dan jurafsky en ty informa on content similarity geological forma on train by coun ng in a corpus natural eleva on cave shore each instance of hill counts toward frequency hill ridge grono coast of natural eleva on geological forma on en ty etc let words c be the set of all words that are children of node c words geo forma on hill ridge grono coast cave shore natural eleva on words natural eleva on hill ridge count w w words c p c n
NLP_ch16,40,dan jurafsky informa on content similarity wordnet hierarchy augmented with probabili es p c d lin an informa on theore c defini on of similarity icml
NLP_ch16,41,dan jurafsky informa on content defini ons informa on content ic c log p c most informa ve subsumer lowest common subsumer lcs c c the most informa ve lowest node in the hierarchy subsuming both c and c
NLP_ch16,42,using informa on content for similarity dan jurafsky the resnik method philip resnik using informa on content to evaluate seman c similarity in a taxonomy ijcai philip resnik seman c similarity in a taxonomy an informa on based measure and its applica on to problems of ambiguity in natural language jair the similarity between two words is related to their common informa on the more two words have in common the more similar they are resnik measure common informa on as the informa on content of the most informa ve lowest subsumer mis lcs of the two nodes sim c c log p lcs c c resnik
NLP_ch16,43,dan jurafsky dekang lin method dekang lin an informa on theore c defini on of similarity icml intui on similarity between a and b is not just what they have in common the more differences between a and b the less similar they are commonality the more a and b have in common the more similar they are difference the more differences between a and b the less similar commonality ic common a b difference ic descrip on a b ic common a b
NLP_ch16,44,dan jurafsky dekang lin similarity theorem the similarity between a and b is measured by the ra o between the amount of informa on needed to state the commonality of a and b and the informa on needed to fully describe what a and b are ic common a b sim a b lin ic description a b lin altering resnik defines ic common a b as x informa on of the lcs logp lcs c c sim c c lin logp c logp c
NLP_ch16,45,dan jurafsky lin similarity func on logp lcs c c sim a b lin logp c logp c logp geological formation sim hill coast lin logp hill logp coast ln ln ln
NLP_ch16,46,dan jurafsky the extended lesk algorithm a thesaurus based measure that looks at glosses two concepts are similar if their glosses contain similar words drawing paper paper that is specially prepared for use in dra ing decal the art of transferring designs from specially prepared paper to a wood or glass or metal surface for each n word phrase that s in both glosses add a score of n paper and specially prepared for compute overlap also for other rela ons glosses of hypernyms and hyponyms
NLP_ch16,47,dan jurafsky summary thesaurus based similarity sim c c path pathlen c c logp lcs c c sim c c logp lcs c c sim c c resnik lin logp c logp c sim c c jiangconrath logp c logp c logp lcs c c sim c c overlap gloss r c gloss q c elesk r q rels
NLP_ch16,48,dan jurafsky libraries for compu ng thesaurus based similarity nltk hnp nltk github com api nltk corpus reader html highlight similarity nltk corpus reader wordnetcorpusreader res_similarity wordnet similarity hnp wn similarity sourceforge net web based interface hnp marimba d umn edu cgi bin similarity similarity cgi
NLP_ch16,49,dan jurafsky evalua ng similarity intrinsic evalua on correla on between algorithm and human word similarity ra ngs extrinsic task based end to end evalua on malapropism spelling error detec on wsd essay grading taking toefl mul ple choice vocabulary tests levied is closest in meaning to imposed believed requested correlated
NLP_ch16,50,word meaning and similarity word similarity thesaurus methods
NLP_ch16,51,word meaning and similarity word similarity distribu onal similarity i
NLP_ch16,52,dan jurafsky problems with thesaurus based meaning we don t have a thesaurus for every language even if we do they have problems with recall many words are missing most if not all phrases are missing some connec ons between senses are missing thesauri work less well for verbs adjec ves adjec ves and verbs have less structured hyponymy rela ons
NLP_ch16,53,dan jurafsky distribu onal models of meaning aallssoo ccaalllleedd vveeccttoorr ssppaaccee mmooddeellss ooff mmeeaanniinngg ooffffeerr mmuucchh hhiigghheerr rreeccaallll tthhaann hhaanndd bbuuiilltt tthheessaauurrii aalltthhoouugghh tthheeyy tteenndd ttoo hhaavvee lloowweerr pprreecciissiioonn zellig harris oculist and eye doctor occur in almost the same environments if a and b have almost iden cal environments we say that they are synonyms firth you shall know a word by the company it keeps
NLP_ch16,54,dan jurafsky intui on of distribu onal word similarity nida example a bottle of tesgüino is on the table everybody likes tesgüino tesgüino makes you drunk we make tesgüino out of corn from context words humans can guess tesgüino means an alcoholic beverage like beer intui on for algorithm two words are similar if they have similar word contexts
NLP_ch16,55,dan jurafsky reminder term document matrix each cell count of term t in a document d z t d each document is a count vector in v a column below ℕ a a a bc bd e c d f f
NLP_ch16,56,dan jurafsky reminder term document matrix two documents are similar if their vectors are similar a a a bc bd e c d f f
NLP_ch16,57,dan jurafsky the words in a term document matrix each word is a count vector in d a row below ℕ a a a bc bd e c d f f
NLP_ch16,58,dan jurafsky the words in a term document matrix two words are similar if their vectors are similar a a a bc bd e c d f f
NLP_ch16,59,dan jurafsky the term context matrix instead of using en re documents use smaller contexts paragraph window of words a word is now defined by a vector over counts of context words
NLP_ch16,60,dan jurafsky sample contexts words brown corpus equal amount of sugar a sliced lemon a tablespoonful of apricot preserve or jam a pinch each of clove and nutmeg on board for their enjoyment cau ously she sampled her first pineapple and another fruit whose taste she likened to that of of a recursive type well suited to programming on the digital computer in finding the op mal r stage policy from that of substan ally affect commerce for the purpose of gathering data and informa on necessary for the study authorized in the first sec on of this
NLP_ch16,61,dan jurafsky term context matrix for word similarity two words are similar in meaning if their context vectors are similar
NLP_ch16,62,dan jurafsky should we use raw counts for the term document matrix we used z idf instead of raw term counts for the term context matrix posi ve pointwise mutual informa on ppmi is common
NLP_ch16,63,dan jurafsky pointwise mutual informa on pointwise mutual informa on do events x and y co occur more than if they were independent p x y pmi x y log p x p y pmi between two words church hanks do words x and y co occur more than if they were independent p word word pmi word word log p word p word posi ve pmi between two words niwa nina replace all pmi values less than with zero
NLP_ch16,64,dan jurafsky compu ng ppmi on a term context matrix matrix f with w rows words and c columns contexts f is of mes w occurs in context c ij i j c w f f f ij ij ij p ij w c p i w j c p j w i c f f f ij ij ij i j i j i j p pmi if pmi pmi log ij ppmi ij ij ij ij p p otherwise i j
NLP_ch16,65,dan jurafsky f ij p ij w c f ij i j c w f f p w informa on c data ij ij p w j p c i p w informa on i j n n p c data
NLP_ch16,66,dan jurafsky p pmi log ij ij p p i j pmi informa on data log using full precision
NLP_ch16,67,dan jurafsky weighing pmi pmi is biased toward infrequent events various weigh ng schemes help alleviate this see turney and pantel add one smoothing can also help
NLP_ch16,68,dan jurafsky
NLP_ch16,69,dan jurafsky
NLP_ch16,70,word meaning and similarity word similarity distribu onal similarity i
NLP_ch16,71,word meaning and similarity word similarity distribu onal similarity ii
NLP_ch16,72,dan jurafsky using syntax to define a word s context zellig harris the meaning of en es and the meaning of gramma cal rela ons among them is related to the restric on of combina ons of these en es rela ve to other en es two words are similar if they have similar parse contexts duty and responsibility chris callison burch s example modified by addi onal administra ve assumed adjec ves collec ve congressional cons tu onal objects of verbs assert assign assume anend to avoid become breach
NLP_ch16,73,dan jurafsky co occurrence vectors based on syntac c dependencies dekang lin automa c retrieval and clustering of similar words the contexts c are different dependency rela ons subject of absorb preposi onal object of inside counts for the word cell
NLP_ch16,74,dan jurafsky pmi applied to dependency rela ons hindle don noun classification from predicate argument structure acl oobbjjeecctt ooff ddrriinnkk ccoouunntt ppmmii itte a aliqnuytidh ing wwiinnee taenay thing liitq uid drink it more common than drink wine but wine is a bener drinkable thing than it
NLP_ch16,75,sec dan jurafsky reminder cosine for compu ng similarity dot product unit vectors n v w v w v w i i cos v w i v w v w n n v w i i i i v is the ppmi value for word v in context i i w is the ppmi value for word w in context i i cos v w is the cosine similarity of v and w
NLP_ch16,76,dan jurafsky cosine as a similarity metric vectors point in opposite direc ons vectors point in same direc ons vectors are orthogonal raw frequency or ppmi are non nega ve so cosine range
NLP_ch16,77,dan jurafsky large data computer apricot n v w digital v w v w i i cos v w i v w v w n n v w informa on i i i i which pair of words is more similar cosine apricot informa on cosine digital informa on cosine apricot digital
NLP_ch16,78,dan jurafsky other possible similarity measures
NLP_ch16,79,dan jurafsky evalua ng similarity the same as for thesaurus based intrinsic evalua on correla on between algorithm and human word similarity ra ngs extrinsic task based end to end evalua on spelling error detec on wsd essay grading taking toefl mul ple choice vocabulary tests levied is closest in meaning to which of these imposed believed requested correlated
NLP_ch16,80,word meaning and similarity word similarity distribu onal similarity ii
NLP_ch17,1,question answering what is ques on answering
NLP_ch17,2,dan jurafsky ques on answering one of the oldest nlp tasks punched card systems in simmons klein mcconlogue indexing and dependency logic for answering english ques ons american documenta on what do worms eat worms eat grass horses with worms eat grass worms horses worms eat with eat eat grass worms grass what birds eat worms grass is eaten by worms birds worms eat eat worms grass
NLP_ch17,3,dan jurafsky ques on answering ibm s watson won jeopardy on february william wilkinson s an account of the principalities of wallachia and moldovia bram stoker inspired this author s most famous novel
NLP_ch17,4,dan jurafsky apple s siri
NLP_ch17,5,dan jurafsky wolfram alpha
NLP_ch17,6,dan jurafsky types of ques ons in modern systems factoid ques ons who wrote the universal declara on of human rights how many calories are there in two slices of apple pie what is the average age of the onset of au sm where is apple computer based complex narra ve ques ons in children with an acute febrile illness what is the efficacy of acetaminophen in reducing fever what do scholars think about jefferson s posi on on dealing with pirates
NLP_ch17,7,dan jurafsky commercial systems mainly factoid ques ons where is the louvre museum located in paris france what s the abbrevia on for limited l p partnership what are the names of odin s ravens huginn and muninn what currency is used in china the yuan what kind of nuts are used in marzipan almonds what instrument does max roach play drums what is the telephone number for stanford university
NLP_ch17,8,dan jurafsky paradigms for qa ir based approaches trec ibm watson google knowledge based and hybrid approaches ibm watson apple siri wolfram alpha true knowledge evi
NLP_ch17,9,dan jurafsky many ques ons can already be answered by web search a
NLP_ch17,10,dan jurafsky ir based ques on answering a
NLP_ch17,11,dan jurafsky ir based factoid qa document document document document document document indexing answer passage question retrieval processing docume query document d d o n d c ot n u c ot m u c m u e m e e passage answer dnotcume formulation retrieval rnetlevant retrieval passages processing nt question docs answer type detection
NLP_ch17,12,dan jurafsky ir based factoid qa question processing detect ques on type answer type focus rela ons formulate queries to send to a search engine passage retrieval retrieve ranked documents break into suitable passages and rerank answer processing extract candidate answers rank candidates using evidence from the text and external sources
NLP_ch17,13,dan jurafsky knowledge based approaches siri build a seman c representa on of the query times dates loca ons en es numeric quan es map from this seman cs to query structured data or resources geospa al databases ontologies wikipedia infoboxes dbpedia wordnet yago restaurant review sources and reserva on services scien fic databases
NLP_ch17,14,dan jurafsky hybrid approaches ibm watson build a shallow seman c representa on of the query generate answer candidates using ir methods augmented with ontologies and semi structured data score each candidate using richer knowledge sources geospa al databases temporal reasoning taxonomical classifica on
NLP_ch17,15,question answering what is ques on answering
NLP_ch17,16,question answering answer types and query formula on
NLP_ch17,17,dan jurafsky factoid q a document document document document document document indexing answer passage question retrieval processing docume query document d d o n d c ot n u c ot m u c m u e m e e passage answer dnotcume formulation retrieval rnetlevant retrieval passages processing nt question docs answer type detection
NLP_ch17,18,dan jurafsky ques on processing things to extract from the ques on answer type detec on decide the named en ty type person place of the answer query formula on choose query keywords for the ir system ques on type classifica on is this a defini on ques on a math ques on a list ques on focus detec on find the ques on words that are replaced by the answer rela on extrac on find rela ons between en es in the ques on
NLP_ch17,19,dan jurafsky question processing they re the two states you could be reentering if you re crossing florida s northern border answer type us state query two states border florida north focus the two states rela ons borders florida x north
NLP_ch17,20,dan jurafsky answer type detec on named en es who founded virgin airlines person what canadian city has the largest popula on city
NLP_ch17,21,dan jurafsky answer type taxonomy xin li dan roth learning ques on classifiers coling coarse classes abbeviation entity description human location numeric finer classes location city country mountain human group individual tle descrip on entity animal body color currency
NLP_ch17,22,dan jurafsky part of li roth s answer type taxonomy city state country reason expression location definition abbreviation abbreviation description individual food entity human title numeric currency group animal date money percent distance size
NLP_ch17,23,dan jurafsky answer types
NLP_ch17,24,dan jurafsky more answer types
NLP_ch17,25,dan jurafsky answer types in jeopardy ferrucci et al building watson an overview of the deepqa project ai magazine fall answer types in jeopardy ques on sample the most frequent answer types cover of data the most frequent jeopardy answer types he country city man film state she author group here company president capital star novel character woman river island king song part series sport singer actor play team show actress animal presiden al composer musical na on book tle leader game
NLP_ch17,26,dan jurafsky answer type detec on hand wrioen rules machine learning hybrids
NLP_ch17,27,dan jurafsky answer type detec on regular expression based rules can get some cases who is was are were person person year year other rules use the ques on headword the headword of the first noun phrase ater the wh word which city in china has the largest number of foreign financial companies what is the state flower of california
NLP_ch17,28,dan jurafsky answer type detec on most oten we treat the problem as machine learning classifica on define a taxonomy of ques on types annotate training data for each ques on type train classifiers for each ques on class using a rich set of features features include those hand wrioen rules
NLP_ch17,29,dan jurafsky features for answer type detec on ques on words and phrases part of speech tags parse features headwords named en es seman cally related words
NLP_ch17,30,dan jurafsky factoid q a document document document document document document indexing answer passage question retrieval processing docume query document d d o n d c ot n u c ot m u c m u e m e e passage answer dnotcume formulation retrieval rnetlevant retrieval passages processing nt question docs answer type detection
NLP_ch17,31,dan jurafsky keyword selec on algorithm dan moldovan sanda harabagiu marius paca rada mihalcea richard goodrum roxana girju and vasile rus proceedings of trec select all non stop words in quota ons select all nnp words in recognized named en es select all complex nominals with their adjec val modifiers select all other complex nominals select all nouns with their adjec val modifiers select all other nouns select all verbs select all adverbs select the qfw word skipped in all previous steps select all other words
NLP_ch17,32,dan jurafsky choosing keywords from the query slide from mihai surdeanu who coined the term cyberspace in his novel neuromancer cyberspace neuromancer term novel coined
NLP_ch17,33,question answering answer types and query formula on
NLP_ch17,34,question answering passage retrieval and answer extrac on
NLP_ch17,35,dan jurafsky factoid q a document document document document document document indexing answer passage question retrieval processing docume query document d d o n d c ot n u c ot m u c m u e m e e passage answer dnotcume formulation retrieval rnetlevant retrieval passages processing nt question docs answer type detection
NLP_ch17,36,dan jurafsky passage retrieval step ir engine retrieves documents using query terms step segment the documents into shorter units something like paragraphs step passage ranking use answer type to help rerank passages
NLP_ch17,37,dan jurafsky features for passage ranking either in rule based classifiers or with supervised machine learning number of named en es of the right type in passage number of query words in passage number of ques on n grams also in passage proximity of query keywords to each other in passage longest sequence of ques on words rank of the document containing passage
NLP_ch17,38,dan jurafsky factoid q a document document document document document document indexing answer passage question retrieval processing docume query document d d o n d c ot n u c ot m u c m u e m e e passage answer dnotcume formulation retrieval rnetlevant retrieval passages processing nt question docs answer type detection
NLP_ch17,39,dan jurafsky answer extrac on run an answer type named en ty tagger on the passages each answer type requires a named en ty tagger that detects it if answer type is city tagger has to tag city can be full ner simple regular expressions or hybrid return the string with the right type who is the prime minister of india person manmohan singh prime minister of india had told left leaders that the deal would not be renegotiated how tall is mt everest length the official height of mount everest is feet
NLP_ch17,40,dan jurafsky ranking candidate answers but what if there are mul ple candidate answers q who was queen victoria s second son answer type person passage the marie biscuit is named ater marie alexandrovna the daughter of czar alexander ii of russia and wife of alfred the second son of queen victoria and prince albert
NLP_ch17,41,dan jurafsky ranking candidate answers but what if there are mul ple candidate answers q who was queen victoria s second son answer type person passage the marie biscuit is named ater marie alexandrovna the daughter of czar alexander ii of russia and wife of alfred the second son of queen victoria and prince albert
NLP_ch17,42,dan jurafsky use machine learning features for ranking candidate answers answer type match candidate contains a phrase with the correct answer type pazern match regular expression paoern matches the candidate ques on keywords of ques on keywords in the candidate keyword distance distance in words between the candidate and query keywords novelty factor a word in the candidate is not in the query apposi on features the candidate is an apposi ve to ques on terms punctua on loca on the candidate is immediately followed by a comma period quota on marks semicolon or exclama on mark sequences of ques on terms the length of the longest sequence of ques on terms that occurs in the candidate answer
NLP_ch17,43,dan jurafsky candidate answer scoring in ibm watson each candidate answer gets scores from components from unstructured text semi structured text triple stores logical form parse match between ques on and candidate passage source reliability geospa al loca on california is southwest of montana temporal rela onships taxonomic classifica on
NLP_ch17,44,dan jurafsky common evalua on metrics accuracy does answer match gold labeled answer mean reciprocal rank for each query return a ranked list of m candidate answers query score is rank of the first correct answer n if first answer is correct else if second answer is correct ½ rank i else if third answer is correct ⅓ etc mrr i n score is if none of the m answers are correct take the mean over all n queries
NLP_ch17,45,question answering passage retrieval and answer extrac on
NLP_ch17,46,question answering using knowledge in qa
NLP_ch17,47,dan jurafsky rela on extrac on answers databases of rela ons born in emma goldman june author of cao xue qin dream of the red chamber draw from wikipedia infoboxes dbpedia freebase etc ques ons extrac ng rela ons in ques ons whose granddaughter starred in e t acted in x e t granddaughter of x y
