doc_id,page_number,text_raw,text_tfidf,text_embed
IR_ch5,48,"Introduction to Information Retrieval Noisy channel for real-word spell correction ▪Given a sentence x1,x2,x3,…,xn ▪Generate a set of candidates for each word xi ▪Candidate(x1) = {x1, w1 , w’1 , w’’1 ,…} ▪Candidate(x2) = {x2, w2 , w’2 , w’’2 ,…} ▪Candidate(xn) = {xn, wn , w’n , w’’n ,…} ▪Choose the sequence W that maximizes P(W|x1,…,xn) ˆw = argmax wÎV P(w | x) = argmax wÎV P(x | w)P(w)",introduct inform retriev noisi channel real word spell correct given sentenc x x x xn gener set candid word xi candid x x w w w candid x x w w w candid xn xn wn w n w n choos sequenc w maxim p w x xn ˆw argmax wîv p w x argmax wîv p x w p w,"introduction to information retrieval noisy channel for real-word spell correction ▪given a sentence x1,x2,x3,…,xn ▪generate a set of candidates for each word xi ▪candidate(x1) = {x1, w1 , w’1 , w’’1 ,…} ▪candidate(x2) = {x2, w2 , w’2 , w’’2 ,…} ▪candidate(xn) = {xn, wn , w’n , w’’n ,…} ▪choose the sequence w that maximizes p(w|x1,…,xn) ˆw = argmax wîv p(w | x) = argmax wîv p(x | w)p(w)"
IR_ch5,49,Introduction to Information Retrieval Incorporating context words: Context-sensitive spelling correction ▪Determining whether actress or across is appropriate will require looking at the context of use ▪We can do this with a better language model ▪You learned/can learn a lot about language models in CS124 or CS224N ▪Here we present just enough to be dangerous/do the assignment ▪A bigram language model conditions the probability of a word on (just) the previous word P(w1…wn) = P(w1)P(w2|w1)…P(wn|wn−1) 49,introduct inform retriev incorpor context word context sensit spell correct determin actress appropri requir look context use better languag model learn learn lot languag model cs cs n present just danger assign bigram languag model condit probabl word just previou word p w wn p w p w w p wn wn,introduction to information retrieval incorporating context words: context-sensitive spelling correction ▪determining whether actress or across is appropriate will require looking at the context of use ▪we can do this with a better language model ▪you learned/can learn a lot about language models in cs124 or cs224n ▪here we present just enough to be dangerous/do the assignment ▪a bigram language model conditions the probability of a word on (just) the previous word p(w1…wn) = p(w1)p(w2|w1)…p(wn|wn−1) 49
IR_ch5,50,"Introduction to Information Retrieval Incorporating context words ▪For unigram counts, P(w) is always non-zero ▪if our dictionary is derived from the document collection ▪This won’t be true of P(wk|wk−1). We need to smooth ▪We could use add-1 smoothing on this conditional distribution ▪But here’s a better way – interpolate a unigram and a bigram: Pli(wk|wk−1) = λPuni(wk) + (1−λ)Pbi(wk|wk−1) ▪Pbi(wk|wk−1) = C(wk−1, wk) / C(wk−1) 50",introduct inform retriev incorpor context word unigram count p w non zero dictionari deriv document collect won t true p wk wk need smooth use add smooth condit distribut s better way interpol unigram bigram pli wk wk λpuni wk λ pbi wk wk pbi wk wk c wk wk c wk,"introduction to information retrieval incorporating context words ▪for unigram counts, p(w) is always non-zero ▪if our dictionary is derived from the document collection ▪this won’t be true of p(wk|wk−1). we need to smooth ▪we could use add-1 smoothing on this conditional distribution ▪but here’s a better way – interpolate a unigram and a bigram: pli(wk|wk−1) = λpuni(wk) + (1−λ)pbi(wk|wk−1) ▪pbi(wk|wk−1) = c(wk−1, wk) / c(wk−1) 50"
IR_ch5,51,"Introduction to Information Retrieval All the important fine points ▪Note that we have several probability distributions for words ▪Keep them straight! ▪ You might want/need to work with log probabilities: ▪ log P(w1…wn) = log P(w1) + log P(w2|w1) + … + log P(wn|wn−1) ▪Otherwise, be very careful about floating point underflow ▪Our query may be words anywhere in a document ▪We’ll start the bigram estimate of a sequence with a unigram estimate ▪Often, people instead condition on a start-of-sequence symbol, but not good here ▪Because of this, the unigram and bigram counts have different totals – not a problem 51",introduct inform retriev import fine point note probabl distribut word straight want need work log probabl log p w wn log p w log p w w log p wn wn care float point underflow queri word document ll start bigram estim sequenc unigram estim peopl instead condit start sequenc symbol good unigram bigram count differ total problem,"introduction to information retrieval all the important fine points ▪note that we have several probability distributions for words ▪keep them straight! ▪ you might want/need to work with log probabilities: ▪ log p(w1…wn) = log p(w1) + log p(w2|w1) + … + log p(wn|wn−1) ▪otherwise, be very careful about floating point underflow ▪our query may be words anywhere in a document ▪we’ll start the bigram estimate of a sequence with a unigram estimate ▪often, people instead condition on a start-of-sequence symbol, but not good here ▪because of this, the unigram and bigram counts have different totals – not a problem 51"
IR_ch5,52,Introduction to Information Retrieval Using a bigram language model ▪“a stellar and versatile acress whose combination of sass and glamour…” ▪Counts from the Corpus of Contemporary American English with add-1 smoothing ▪ P(actress|versatile)=.000021 P(whose|actress) = .0010 ▪ P(across|versatile) =.000021 P(whose|across) = .000006 ▪ P(“versatile actress whose”) = .000021*.0010 = 210 x10-10 ▪ P(“versatile across whose”)  = .000021*.000006 = 1 x10-10 52,introduct inform retriev use bigram languag model stellar versatil acress combin sass glamour count corpu contemporari american english add smooth p actress versatil p actress p versatil p p versatil actress x p versatil x,introduction to information retrieval using a bigram language model ▪“a stellar and versatile acress whose combination of sass and glamour…” ▪counts from the corpus of contemporary american english with add-1 smoothing ▪ p(actress|versatile)=.000021 p(whose|actress) = .0010 ▪ p(across|versatile) =.000021 p(whose|across) = .000006 ▪ p(“versatile actress whose”) = .000021*.0010 = 210 x10-10 ▪ p(“versatile across whose”) = .000021*.000006 = 1 x10-10 52
IR_ch5,53,Introduction to Information Retrieval Using a bigram language model ▪“a stellar and versatile acress whose combination of sass and glamour…” ▪Counts from the Corpus of Contemporary American English with add-1 smoothing ▪ P(actress|versatile)=.000021 P(whose|actress) = .0010 ▪ P(across|versatile) =.000021 P(whose|across) = .000006 ▪ P(“versatile actress whose”) = .000021*.0010 = 210 x10-10 ▪ P(“versatile across whose”)  = .000021*.000006 = 1 x10-10 53,introduct inform retriev use bigram languag model stellar versatil acress combin sass glamour count corpu contemporari american english add smooth p actress versatil p actress p versatil p p versatil actress x p versatil x,introduction to information retrieval using a bigram language model ▪“a stellar and versatile acress whose combination of sass and glamour…” ▪counts from the corpus of contemporary american english with add-1 smoothing ▪ p(actress|versatile)=.000021 p(whose|actress) = .0010 ▪ p(across|versatile) =.000021 p(whose|across) = .000006 ▪ p(“versatile actress whose”) = .000021*.0010 = 210 x10-10 ▪ p(“versatile across whose”) = .000021*.000006 = 1 x10-10 53
IR_ch5,54,Introduction to Information Retrieval Noisy channel for real-word spell correction 54 two of thew to threw on thaw off tao the too of two thaw ...,introduct inform retriev noisi channel real word spell correct thew threw thaw tao thaw,introduction to information retrieval noisy channel for real-word spell correction 54 two of thew to threw on thaw off tao the too of two thaw ...
IR_ch5,55,Introduction to Information Retrieval Noisy channel for real-word spell correction 55 two of thew to threw on thaw off tao the too of two thaw ...,introduct inform retriev noisi channel real word spell correct thew threw thaw tao thaw,introduction to information retrieval noisy channel for real-word spell correction 55 two of thew to threw on thaw off tao the too of two thaw ...
IR_ch5,56,"Introduction to Information Retrieval Simplification: One error per sentence ▪Out of all possible sentences with one word replaced ▪w1, w’’2,w3,w4 two off thew ▪w1,w2,w’3,w4             two of the ▪w’’’1,w2,w3,w4          too of thew ▪… ▪Choose the sequence W that maximizes P(W)",introduct inform retriev simplif error sentenc possibl sentenc word replac w w w w thew w w w w w w w w thew choos sequenc w maxim p w,"introduction to information retrieval simplification: one error per sentence ▪out of all possible sentences with one word replaced ▪w1, w’’2,w3,w4 two off thew ▪w1,w2,w’3,w4 two of the ▪w’’’1,w2,w3,w4 too of thew ▪… ▪choose the sequence w that maximizes p(w)"
IR_ch5,57,"Introduction to Information Retrieval Where to get the probabilities ▪Language model ▪Unigram ▪Bigram ▪etc. ▪Channel model ▪Same as for  non-word spelling correction ▪Plus need probability for no error, P(w|w) 57",introduct inform retriev probabl languag model unigram bigram channel model non word spell correct plu need probabl error p w w,"introduction to information retrieval where to get the probabilities ▪language model ▪unigram ▪bigram ▪etc. ▪channel model ▪same as for non-word spelling correction ▪plus need probability for no error, p(w|w) 57"
IR_ch5,58,"Introduction to Information Retrieval Probability of no error ▪What is the channel probability for a correctly typed word? ▪P(“the”|“the”) ▪If you have a big corpus, you can estimate this percent correct ▪But this value depends strongly on the application ▪.90 (1 error in 10 words) ▪.95 (1 error in 20 words) ▪.99 (1 error in 100 words) 58",introduct inform retriev probabl error channel probabl correctli type word p big corpu estim percent correct valu depend strongli applic error word error word error word,"introduction to information retrieval probability of no error ▪what is the channel probability for a correctly typed word? ▪p(“the”|“the”) ▪if you have a big corpus, you can estimate this percent correct ▪but this value depends strongly on the application ▪.90 (1 error in 10 words) ▪.95 (1 error in 20 words) ▪.99 (1 error in 100 words) 58"
IR_ch5,59,Introduction to Information Retrieval Peter Norvig’s “thew” example 59 x w x|w P(x|w) P(w) 109 P(x|w)P(w) thew the ew|e 0.000007 0.02 144 thew thew 0.95 0.00000009 90 thew thaw e|a 0.001 0.0000007 0.7 thew threw h|hr 0.000008 0.000004 0.03 thew thwe ew|w e 0.000003 0.00000004 0.0001,introduct inform retriev peter norvig s thew exampl x w x w p x w p w p x w p w thew ew e thew thew thew thaw e thew threw h hr thew thwe ew w e,introduction to information retrieval peter norvig’s “thew” example 59 x w x|w p(x|w) p(w) 109 p(x|w)p(w) thew the ew|e 0.000007 0.02 144 thew thew 0.95 0.00000009 90 thew thaw e|a 0.001 0.0000007 0.7 thew threw h|hr 0.000008 0.000004 0.03 thew thwe ew|w e 0.000003 0.00000004 0.0001
IR_ch5,60,Introduction to Information Retrieval State of the art noisy channel ▪We never just multiply the prior and the error model ▪Independence assumptions→probabilities not commensurate ▪Instead: Weight them ▪Learn λ from a development test set 60 ˆw = argmax wÎV P(x |w)P(w)l,introduct inform retriev state art noisi channel just multipli prior error model independ assumpt probabl commensur instead weight learn λ develop test set ˆw argmax wîv p x w p w l,introduction to information retrieval state of the art noisy channel ▪we never just multiply the prior and the error model ▪independence assumptions→probabilities not commensurate ▪instead: weight them ▪learn λ from a development test set 60 ˆw = argmax wîv p(x |w)p(w)l
IR_ch5,61,Introduction to Information Retrieval Improvements to channel model ▪Allow richer edits    (Brill and Moore 2000) ▪ent→ant ▪ph→f ▪le→al ▪Incorporate pronunciation into channel (Toutanova and Moore 2002) ▪Incorporate device into channel ▪Not all Android phones need have the same error model ▪But spell correction may be done at the system level 61,introduct inform retriev improv channel model allow richer edit brill moor ent ant ph f le al incorpor pronunci channel toutanova moor incorpor devic channel android phone need error model spell correct level,introduction to information retrieval improvements to channel model ▪allow richer edits (brill and moore 2000) ▪ent→ant ▪ph→f ▪le→al ▪incorporate pronunciation into channel (toutanova and moore 2002) ▪incorporate device into channel ▪not all android phones need have the same error model ▪but spell correction may be done at the system level 61
IR_ch6,1,"Introduction to Information Retrieval Introduction to Information Retrieval CS276: Information Retrieval and Web Search Pandu Nayak and Prabhakar Raghavan Lecture 6: Scoring, Term Weighting and the Vector Space Model",introduct inform retriev introduct inform retriev cs inform retriev web search pandu nayak prabhakar raghavan lectur score term weight vector space model,"introduction to information retrieval introduction to information retrieval cs276: information retrieval and web search pandu nayak and prabhakar raghavan lecture 6: scoring, term weighting and the vector space model"
IR_ch6,2,"Introduction to Information Retrieval Recap of lecture 5 ▪Collection and vocabulary statistics: Heaps’ and Zipf’s laws ▪Dictionary compression for Boolean indexes ▪Dictionary string, blocks, front coding ▪Postings compression: Gap encoding, prefix-unique codes ▪Variable-Byte and Gamma codes collection (text, xml markup etc) 3,600.0 collection (text) 960.0 Term-doc incidence matrix 40,000.0 postings, uncompressed (32-bit words) 400.0 postings, uncompressed (20 bits) 250.0 postings, variable byte encoded 116.0 postings, −encoded 101.0 MB",introduct inform retriev recap lectur collect vocabulari statist heap zipf s law dictionari compress boolean index dictionari string block code post compress gap encod prefix uniqu code variabl byte gamma code collect text xml markup collect text term doc incid matrix post uncompress bit word post uncompress bit post variabl byte encod post encod mb,"introduction to information retrieval recap of lecture 5 ▪collection and vocabulary statistics: heaps’ and zipf’s laws ▪dictionary compression for boolean indexes ▪dictionary string, blocks, front coding ▪postings compression: gap encoding, prefix-unique codes ▪variable-byte and gamma codes collection (text, xml markup etc) 3,600.0 collection (text) 960.0 term-doc incidence matrix 40,000.0 postings, uncompressed (32-bit words) 400.0 postings, uncompressed (20 bits) 250.0 postings, variable byte encoded 116.0 postings, −encoded 101.0 mb"
IR_ch6,3,Introduction to Information Retrieval This lecture; IIR Sections 6.2-6.4.3 ▪Ranked retrieval ▪Scoring documents ▪Term frequency ▪Collection statistics ▪Weighting schemes ▪Vector space scoring,introduct inform retriev lectur iir section rank retriev score document term frequenc collect statist weight scheme vector space score,introduction to information retrieval this lecture; iir sections 6.2-6.4.3 ▪ranked retrieval ▪scoring documents ▪term frequency ▪collection statistics ▪weighting schemes ▪vector space scoring
IR_ch6,4,"Introduction to Information Retrieval Ranked retrieval ▪Thus far, our queries have all been Boolean. ▪Documents either match or don’t. ▪Good for expert users with precise understanding of their needs and the collection. ▪Also good for applications: Applications can easily consume 1000s of results. ▪Not good for the majority of users. ▪Most users incapable of writing Boolean queries (or they are, but they think it’s too much work). ▪Most users don’t want to wade through 1000s of results. ▪This is particularly true of web search. Ch. 6",introduct inform retriev rank retriev far queri boolean document match don t good expert user precis understand need collect good applic applic easili consum s result good major user user incap write boolean queri think s work user don t want wade s result particularli true web search ch,"introduction to information retrieval ranked retrieval ▪thus far, our queries have all been boolean. ▪documents either match or don’t. ▪good for expert users with precise understanding of their needs and the collection. ▪also good for applications: applications can easily consume 1000s of results. ▪not good for the majority of users. ▪most users incapable of writing boolean queries (or they are, but they think it’s too much work). ▪most users don’t want to wade through 1000s of results. ▪this is particularly true of web search. ch. 6"
IR_ch6,5,"Introduction to Information Retrieval Problem with Boolean search: feast or famine ▪Boolean queries often result in either too few (=0) or too many (1000s) results. ▪Query 1: “standard user dlink 650” → 200,000 hits ▪Query 2: “standard user dlink 650 no card found”: 0 hits ▪It takes a lot of skill to come up with a query that produces a manageable number of hits. ▪AND gives too few; OR gives too many Ch. 6",introduct inform retriev problem boolean search feast famin boolean queri result s result queri standard user dlink hit queri standard user dlink card hit take lot skill come queri produc manag number hit give give ch,"introduction to information retrieval problem with boolean search: feast or famine ▪boolean queries often result in either too few (=0) or too many (1000s) results. ▪query 1: “standard user dlink 650” → 200,000 hits ▪query 2: “standard user dlink 650 no card found”: 0 hits ▪it takes a lot of skill to come up with a query that produces a manageable number of hits. ▪and gives too few; or gives too many ch. 6"
IR_ch6,6,"Introduction to Information Retrieval Ranked retrieval models ▪Rather than a set of documents satisfying a query expression, in ranked retrieval, the system returns an ordering over the (top) documents in the collection for a query ▪Free text queries: Rather than a query language of operators and expressions, the user’s query is just one or more words in a human language ▪In principle, there are two separate choices here, but in practice, ranked retrieval has normally been associated with free text queries and vice versa 6",introduct inform retriev rank retriev model set document satisfi queri express rank retriev return order document collect queri free text queri queri languag oper express user s queri just word human languag principl separ choic practic rank retriev normal associ free text queri vice versa,"introduction to information retrieval ranked retrieval models ▪rather than a set of documents satisfying a query expression, in ranked retrieval, the system returns an ordering over the (top) documents in the collection for a query ▪free text queries: rather than a query language of operators and expressions, the user’s query is just one or more words in a human language ▪in principle, there are two separate choices here, but in practice, ranked retrieval has normally been associated with free text queries and vice versa 6"
IR_ch6,7,"Introduction to Information Retrieval Feast or famine: not a problem in ranked retrieval ▪When a system produces a ranked result set, large result sets are not an issue ▪Indeed, the size of the result set is not an issue ▪We just show the top k ( ≈ 10) results ▪We don’t overwhelm the user ▪Premise: the ranking algorithm works Ch. 6",introduct inform retriev feast famin problem rank retriev produc rank result set larg result set issu size result set issu just k result don t overwhelm user premis rank algorithm work ch,"introduction to information retrieval feast or famine: not a problem in ranked retrieval ▪when a system produces a ranked result set, large result sets are not an issue ▪indeed, the size of the result set is not an issue ▪we just show the top k ( ≈ 10) results ▪we don’t overwhelm the user ▪premise: the ranking algorithm works ch. 6"
IR_ch6,8,"Introduction to Information Retrieval Scoring as the basis of ranked retrieval ▪We wish to return in order the documents most likely to be useful to the searcher ▪How can we rank-order the documents in the collection with respect to a query? ▪Assign a score – say in [0, 1] – to each document ▪This score measures how well document and query “match”. Ch. 6",introduct inform retriev score basi rank retriev wish return order document like use searcher rank order document collect respect queri assign score say document score measur document queri match ch,"introduction to information retrieval scoring as the basis of ranked retrieval ▪we wish to return in order the documents most likely to be useful to the searcher ▪how can we rank-order the documents in the collection with respect to a query? ▪assign a score – say in [0, 1] – to each document ▪this score measures how well document and query “match”. ch. 6"
IR_ch6,9,"Introduction to Information Retrieval Query-document matching scores ▪We need a way of assigning a score to a query/document pair ▪Let’s start with a one-term query ▪If the query term does not occur in the document: score should be 0 ▪The more frequent the query term in the document, the higher the score (should be) ▪We will look at a number of alternatives for this. Ch. 6",introduct inform retriev queri document match score need way assign score queri document pair let s start term queri queri term doe occur document score frequent queri term document higher score look number altern ch,"introduction to information retrieval query-document matching scores ▪we need a way of assigning a score to a query/document pair ▪let’s start with a one-term query ▪if the query term does not occur in the document: score should be 0 ▪the more frequent the query term in the document, the higher the score (should be) ▪we will look at a number of alternatives for this. ch. 6"
IR_ch6,10,"Introduction to Information Retrieval Take 1: Jaccard coefficient ▪Recall from Lecture 3: A commonly used measure of overlap of two sets A and B ▪jaccard(A,B) = |A ∩ B| / |A ∪ B| ▪jaccard(A,A) = 1 ▪jaccard(A,B) = 0 if A ∩ B = 0 ▪A and B don’t have to be the same size. ▪Always assigns a number between 0 and 1. Ch. 6",introduct inform retriev jaccard coeffici recal lectur commonli use measur overlap set b jaccard b b b jaccard jaccard b b b don t size assign number ch,"introduction to information retrieval take 1: jaccard coefficient ▪recall from lecture 3: a commonly used measure of overlap of two sets a and b ▪jaccard(a,b) = |a ∩ b| / |a ∪ b| ▪jaccard(a,a) = 1 ▪jaccard(a,b) = 0 if a ∩ b = 0 ▪a and b don’t have to be the same size. ▪always assigns a number between 0 and 1. ch. 6"
IR_ch6,11,Introduction to Information Retrieval Jaccard coefficient: Scoring example ▪What is the query-document match score that the Jaccard coefficient computes for each of the two documents below? ▪Query: ides of march ▪Document 1: caesar died in march ▪Document 2: the long march Ch. 6,introduct inform retriev jaccard coeffici score exampl queri document match score jaccard coeffici comput document queri ide march document caesar die march document long march ch,introduction to information retrieval jaccard coefficient: scoring example ▪what is the query-document match score that the jaccard coefficient computes for each of the two documents below? ▪query: ides of march ▪document 1: caesar died in march ▪document 2: the long march ch. 6
IR_ch6,12,"Introduction to Information Retrieval Issues with Jaccard for scoring ▪It doesn’t consider term frequency (how many times a term occurs in a document) ▪Rare terms in a collection are more informative than frequent terms. Jaccard doesn’t consider this information ▪We need a more sophisticated way of normalizing for length ▪Later in this lecture, we’ll use ▪. . . instead of |A ∩ B|/|A ∪ B| (Jaccard) for length normalization. | B A | /| B A |   Ch. 6",introduct inform retriev issu jaccard score doesn t consid term frequenc time term occur document rare term collect inform frequent term jaccard doesn t consid inform need sophist way normal length later lectur ll use instead b b jaccard length normal b b ch,"introduction to information retrieval issues with jaccard for scoring ▪it doesn’t consider term frequency (how many times a term occurs in a document) ▪rare terms in a collection are more informative than frequent terms. jaccard doesn’t consider this information ▪we need a more sophisticated way of normalizing for length ▪later in this lecture, we’ll use ▪. . . instead of |a ∩ b|/|a ∪ b| (jaccard) for length normalization. | b a | /| b a |   ch. 6"
IR_ch6,13,"Introduction to Information Retrieval Recall (Lecture 1): Binary term- document incidence matrix Antony and Cleopatra Julius Caesar The Tempest Hamlet Othello Macbeth Antony 1 1 0 0 0 1 Brutus 1 1 0 1 0 0 Caesar 1 1 0 1 1 1 Calpurnia 0 1 0 0 0 0 Cleopatra 1 0 0 0 0 0 mercy 1 0 1 1 1 1 worser 1 0 1 1 1 0 Each document is represented by a binary vector ∈ {0,1}|V| Sec. 6.2",introduct inform retriev recal lectur binari term document incid matrix antoni cleopatra juliu caesar tempest hamlet othello macbeth antoni brutu caesar calpurnia cleopatra merci worser document repres binari vector v sec,"introduction to information retrieval recall (lecture 1): binary term- document incidence matrix antony and cleopatra julius caesar the tempest hamlet othello macbeth antony 1 1 0 0 0 1 brutus 1 1 0 1 0 0 caesar 1 1 0 1 1 1 calpurnia 0 1 0 0 0 0 cleopatra 1 0 0 0 0 0 mercy 1 0 1 1 1 1 worser 1 0 1 1 1 0 each document is represented by a binary vector ∈ {0,1}|v| sec. 6.2"
IR_ch6,14,Introduction to Information Retrieval Term-document count matrices ▪Consider the number of occurrences of a term in a document: ▪Each document is a count vector in ℕv: a column below Antony and Cleopatra Julius Caesar The Tempest Hamlet Othello Macbeth Antony 157 73 0 0 0 0 Brutus 4 157 0 1 0 0 Caesar 232 227 0 2 1 1 Calpurnia 0 10 0 0 0 0 Cleopatra 57 0 0 0 0 0 mercy 2 0 3 5 5 1 worser 2 0 1 1 1 0 Sec. 6.2,introduct inform retriev term document count matric consid number occurr term document document count vector ℕv column antoni cleopatra juliu caesar tempest hamlet othello macbeth antoni brutu caesar calpurnia cleopatra merci worser sec,introduction to information retrieval term-document count matrices ▪consider the number of occurrences of a term in a document: ▪each document is a count vector in ℕv: a column below antony and cleopatra julius caesar the tempest hamlet othello macbeth antony 157 73 0 0 0 0 brutus 4 157 0 1 0 0 caesar 232 227 0 2 1 1 calpurnia 0 10 0 0 0 0 cleopatra 57 0 0 0 0 0 mercy 2 0 3 5 5 1 worser 2 0 1 1 1 0 sec. 6.2
IR_ch6,15,"Introduction to Information Retrieval Bag of words model ▪Vector representation doesn’t consider the ordering of words in a document ▪John is quicker than Mary and Mary is quicker than John have the same vectors ▪This is called the bag of words model. ▪In a sense, this is a step back: The positional index was able to distinguish these two documents. ▪We will look at “recovering” positional information later in this course. ▪For now: bag of words model",introduct inform retriev bag word model vector represent doesn t consid order word document john quicker mari mari quicker john vector call bag word model sens step posit index abl distinguish document look recov posit inform later cours bag word model,"introduction to information retrieval bag of words model ▪vector representation doesn’t consider the ordering of words in a document ▪john is quicker than mary and mary is quicker than john have the same vectors ▪this is called the bag of words model. ▪in a sense, this is a step back: the positional index was able to distinguish these two documents. ▪we will look at “recovering” positional information later in this course. ▪for now: bag of words model"
IR_ch6,16,"Introduction to Information Retrieval Term frequency tf ▪The term frequency tft,d of term t in document d is defined as the number of times that t occurs in d. ▪We want to use tf when computing query-document match scores. But how? ▪Raw term frequency is not what we want: ▪A document with 10 occurrences of the term is more relevant than a document with 1 occurrence of the term. ▪But not 10 times more relevant. ▪Relevance does not increase proportionally with term frequency. NB: frequency = count in IR",introduct inform retriev term frequenc tf term frequenc tft d term t document d defin number time t occur d want use tf comput queri document match score raw term frequenc want document occurr term relev document occurr term time relev relev doe increas proport term frequenc nb frequenc count ir,"introduction to information retrieval term frequency tf ▪the term frequency tft,d of term t in document d is defined as the number of times that t occurs in d. ▪we want to use tf when computing query-document match scores. but how? ▪raw term frequency is not what we want: ▪a document with 10 occurrences of the term is more relevant than a document with 1 occurrence of the term. ▪but not 10 times more relevant. ▪relevance does not increase proportionally with term frequency. nb: frequency = count in ir"
IR_ch6,17,"Introduction to Information Retrieval Log-frequency weighting ▪The log frequency weight of term t in d is ▪0 → 0, 1 → 1, 2 → 1.3, 10 → 2, 1000 → 4, etc. ▪Score for a document-query pair: sum over terms t in both q and d: ▪score ▪The score is 0 if none of the query terms is present in the document.   + = otherwise 0, 0 tf if , tf log 1 10 t,d t,d t,d w    + = d q t d t ) tf log (1 , Sec. 6.2",introduct inform retriev log frequenc weight log frequenc weight term t d score document queri pair sum term t q d score score queri term present document tf tf log t d t d t d w d q t d t tf log sec,"introduction to information retrieval log-frequency weighting ▪the log frequency weight of term t in d is ▪0 → 0, 1 → 1, 2 → 1.3, 10 → 2, 1000 → 4, etc. ▪score for a document-query pair: sum over terms t in both q and d: ▪score ▪the score is 0 if none of the query terms is present in the document.   + = otherwise 0, 0 tf if , tf log 1 10 t,d t,d t,d w    + = d q t d t ) tf log (1 , sec. 6.2"
IR_ch6,18,"Introduction to Information Retrieval Document frequency ▪Rare terms are more informative than frequent terms ▪Recall stop words ▪Consider a term in the query that is rare in the collection (e.g., arachnocentric) ▪A document containing this term is very likely to be relevant to the query arachnocentric ▪→ We want a high weight for rare terms like arachnocentric. Sec. 6.2.1",introduct inform retriev document frequenc rare term inform frequent term recal stop word consid term queri rare collect e g arachnocentr document contain term like relev queri arachnocentr want high weight rare term like arachnocentr sec,"introduction to information retrieval document frequency ▪rare terms are more informative than frequent terms ▪recall stop words ▪consider a term in the query that is rare in the collection (e.g., arachnocentric) ▪a document containing this term is very likely to be relevant to the query arachnocentric ▪→ we want a high weight for rare terms like arachnocentric. sec. 6.2.1"
IR_ch6,19,"Introduction to Information Retrieval Document frequency, continued ▪Frequent terms are less informative than rare terms ▪Consider a query term that is frequent in the collection (e.g., high, increase, line) ▪A document containing such a term is more likely to be relevant than a document that doesn’t ▪But it’s not a sure indicator of relevance. ▪→ For frequent terms, we want high positive weights for words like high, increase, and line ▪But lower weights than for rare terms. ▪We will use document frequency (df) to capture this. Sec. 6.2.1",introduct inform retriev document frequenc continu frequent term inform rare term consid queri term frequent collect e g high increas line document contain term like relev document doesn t s sure indic relev frequent term want high posit weight word like high increas line lower weight rare term use document frequenc df captur sec,"introduction to information retrieval document frequency, continued ▪frequent terms are less informative than rare terms ▪consider a query term that is frequent in the collection (e.g., high, increase, line) ▪a document containing such a term is more likely to be relevant than a document that doesn’t ▪but it’s not a sure indicator of relevance. ▪→ for frequent terms, we want high positive weights for words like high, increase, and line ▪but lower weights than for rare terms. ▪we will use document frequency (df) to capture this. sec. 6.2.1"
IR_ch6,20,Introduction to Information Retrieval idf weight ▪dft is the document frequency of t: the number of documents that contain t ▪dft is an inverse measure of the informativeness of t ▪dft  N ▪We define the idf (inverse document frequency) of t by ▪We use log (N/dft) instead of N/dft to “dampen” the effect of idf. ) /df ( log idf 10 t t N = Will turn out the base of the log is immaterial. Sec. 6.2.1,introduct inform retriev idf weight dft document frequenc t number document contain t dft invers measur inform t dft n defin idf invers document frequenc t use log n dft instead n dft dampen effect idf df log idf t t n turn base log immateri sec,introduction to information retrieval idf weight ▪dft is the document frequency of t: the number of documents that contain t ▪dft is an inverse measure of the informativeness of t ▪dft  n ▪we define the idf (inverse document frequency) of t by ▪we use log (n/dft) instead of n/dft to “dampen” the effect of idf. ) /df ( log idf 10 t t n = will turn out the base of the log is immaterial. sec. 6.2.1
IR_ch6,21,"Introduction to Information Retrieval idf example, suppose N = 1 million term dft idft calpurnia 1 animal 100 sunday 1,000 fly 10,000 under 100,000 the 1,000,000 There is one idf value for each term t in a collection. Sec. 6.2.1 ) /df ( log idf 10 t t N =",introduct inform retriev idf exampl suppos n million term dft idft calpurnia anim sunday fli idf valu term t collect sec df log idf t t n,"introduction to information retrieval idf example, suppose n = 1 million term dft idft calpurnia 1 animal 100 sunday 1,000 fly 10,000 under 100,000 the 1,000,000 there is one idf value for each term t in a collection. sec. 6.2.1 ) /df ( log idf 10 t t n ="
IR_ch6,22,"Introduction to Information Retrieval Effect of idf on ranking ▪Does idf have an effect on ranking for one-term queries, like ▪iPhone ▪idf has no effect on ranking one term queries ▪idf affects the ranking of documents for queries with at least two terms ▪For the query capricious person, idf weighting makes occurrences of capricious count for much more in the final document ranking than occurrences of person. 22",introduct inform retriev effect idf rank doe idf effect rank term queri like iphon idf effect rank term queri idf affect rank document queri term queri caprici person idf weight make occurr caprici count final document rank occurr person,"introduction to information retrieval effect of idf on ranking ▪does idf have an effect on ranking for one-term queries, like ▪iphone ▪idf has no effect on ranking one term queries ▪idf affects the ranking of documents for queries with at least two terms ▪for the query capricious person, idf weighting makes occurrences of capricious count for much more in the final document ranking than occurrences of person. 22"
